BCCenergy_pa_composition_average,HeatVaporization_max_value,MeltingT_max_value,HeatVaporization_difference,BCCfermi_composition_average,MeltingT_difference,HeatVaporization_composition_average,BoilingT_composition_average,phi_max_value,NdValence_composition_average,HHIp_composition_average,valence_composition_average,phi_difference,HeatFusion_composition_average,n_ws^third_composition_average,n_ws^third_max_value,NValance_composition_average,GSenergy_pa_composition_average,CovalentRadii_composition_average,GSmagmom_composition_average,ThermalExpansionCoefficient_composition_average,MiracleRadius_composition_average,BCCmagmom_composition_average,BCCvolume_padiff_composition_average,MeltingT_composition_average
-3.574741894,567.77,2607.0,564.3591,3.916104292,2552.2,143.64054,1367.26,5.4,1.4,1540.0,3.2,3.0800000000000005,9.274,0.528,1.83,5.6,-5.077706309,1.084,0.0,473.4,109.8,1.146e-05,-0.985,754.28
-3.5247884905000006,567.77,2607.0,564.3591,3.5120665950000003,2552.2,105.44329,1141.685,5.4,1.225,1400.0,2.85,3.0800000000000005,4.9375,0.5175,1.83,5.6,-4.918605197250001,1.07,0.36936599,474.345,108.225,0.3693674225,-1.055,614.9799999999998
-3.5319246910000004,567.77,2607.0,564.3591,3.5697862660000004,2552.2,110.90004,1173.91,5.4,1.25,1420.0,2.9000000000000004,3.0800000000000005,5.557,0.519,1.83,5.6,-4.9413339275000006,1.072,0.31659942,474.21,108.45,0.31660228500000004,-1.045,634.88
-3.546197092,567.77,2607.0,564.3591,3.685225608,2552.2,121.81354,1238.36,5.4,1.2999999999999998,1460.0,3.0,3.0800000000000005,6.7959999999999985,0.522,1.83,5.6,-4.986791388,1.0759999999999998,0.21106628,473.94,108.9,0.21107201,-1.025,674.68
-3.606800169500001,737.0,3290.0,733.5891,3.428965677,3235.2,109.67404,1174.385,4.93,1.125,1377.5,2.7750000000000004,2.61,4.887,0.5125,1.77,5.875,-4.9850243464999995,1.07225,0.36936599,474.3425,108.5,0.36936599,-1.065,632.055
-3.6959480489999996,737.0,3290.0,733.5891,3.4035844300000004,3235.2,119.36154,1239.31,4.93,1.05,1375.0,2.75,2.61,5.456,0.509,1.77,6.15,-5.074172226,1.0765,0.31659942,474.205,109.0,0.31659942,-1.065,669.03
-3.874243808,737.0,3290.0,733.5891,3.352821936,3235.2,138.73654,1369.16,4.93,0.8999999999999999,1370.0,2.7,2.61,6.5939999999999985,0.502,1.77,6.699999999999998,-5.252467985,1.085,0.21106628,473.93,110.0,0.21106628,-1.065,742.98
-3.878907694,502.0,2430.0,498.5891,3.97287581,2375.2,130.48654,1390.26,5.3,1.0,900.0,3.0,2.98,8.213999999999999,0.524,1.81,5.4,-5.309809833999999,1.088,0.0,473.72,110.2,0.0,-1.034,718.88
-3.5628092155000006,502.0,2430.0,498.5891,3.51916303475,2375.2,103.79904,1144.56,5.3,1.175,1320.0,2.825,2.98,4.805,0.517,1.81,5.575,-4.947618137875001,1.0705,0.36936599,474.385,108.275,0.36936599,-1.061125,610.555
-3.607966141,502.0,2430.0,498.5891,3.5839791455000003,2375.2,107.61154,1179.66,5.3,1.15,1260.0,2.85,2.98,5.292000000000001,0.518,1.81,5.550000000000002,-4.99935980875,1.073,0.31659942,474.29,108.55,0.31659942,-1.05725,626.03
-3.698279992,502.0,2430.0,498.5891,3.713611367,2375.2,115.23654,1249.86,5.3,1.1,1140.0,2.9,2.98,6.265999999999999,0.52,1.81,5.5,-5.1028431505,1.078,0.21106628,474.1,109.1,0.21106628,-1.0495,656.98
-3.1286149219999997,393.3,1799.0,389.8891,2.810466126,1744.2,108.74653999999998,1206.26,3.2,0.2,2860.0,2.2,0.8800000000000003,3.8339999999999996,0.40399999999999997,1.21,4.6,-4.53169955,1.158,0.0,474.38,118.8,0.0,-1.032,592.68
-2.091973718,140.2,1000.0,136.7891,2.9470628939999997,945.2,53.14654,718.66,4.1,2.0,1220.0,2.0,1.7799999999999998,2.9696,0.4260000000000001,1.32,6.4,-3.486779578,1.084,0.0,478.16,111.0,0.0,-1.025,371.416
-3.3394424685,349.5,1811.0,346.0891,3.3909364202499996,1756.2,94.13154,1060.61,4.93,1.3,1360.0,2.7,2.61,4.14945,0.50475,1.77,5.699999999999998,-4.719739355874999,1.07,0.36936599,474.94,108.375,0.36936599,-1.06,567.122
-3.1612326470000003,349.5,1811.0,346.0891,3.3275259165,1756.2,88.27653999999998,1011.76,4.93,1.4,1340.0,2.6,2.61,3.9809,0.4935000000000001,1.77,5.800000000000002,-4.543602244750001,1.072,0.31659942,475.4,108.75,0.31659942,-1.055,539.164
-2.804813004,349.5,1811.0,346.0891,3.2007049089999997,1756.2,76.56654,914.06,4.93,1.6,1300.0,2.4000000000000004,2.61,3.6438,0.471,1.77,6.0,-4.1913280225000005,1.0759999999999998,0.21106628,476.32,109.5,0.21106628,-1.045,483.2480000000001
-2.448393361,349.5,1811.0,346.0891,3.0738839015000003,1756.2,64.85654,816.3599999999999,4.93,1.8,1260.0,2.2,2.61,3.3067,0.4485,1.77,6.2,-3.83905380025,1.08,0.10553314,477.24,110.25,0.10553314,-1.035,427.332
-3.5540103920000004,590.5,2128.0,587.0891,3.009658368,2073.2,148.18653999999995,1419.06,3.45,0.4,1580.0,2.4000000000000004,1.1300000000000003,5.756,0.444,1.41,4.800000000000002,-4.947971306,1.124,0.0,473.26,114.6,0.0,-1.1540000000000001,658.48
-3.5221970527499997,590.5,2128.0,587.0891,3.3987608545,2073.2,106.01154,1148.16,4.93,1.1,1405.0,2.75,2.61,4.49775,0.507,1.77,5.5,-4.902388321875,1.075,0.36936599,474.3275,108.82500000000002,0.36936599,-1.076125,603.005
-3.5267418155000003,590.5,2128.0,587.0891,3.3431747850000004,2073.2,112.03654,1186.86,4.93,1.0,1430.0,2.7,2.61,4.6775,0.498,1.77,5.4,-4.9089001767500005,1.082,0.31659942,474.175,109.65,0.31659942,-1.08725,610.93
-3.5312865782500005,590.5,2128.0,587.0891,3.2875887155,2073.2,118.06154,1225.56,4.93,0.9,1455.0,2.65,2.61,4.857249999999999,0.489,1.77,5.3,-4.915412031625,1.089,0.26383285,474.0225,110.475,0.26383285,-1.098375,618.855
-3.5449208664999996,590.5,2128.0,587.0891,3.120830507,2073.2,136.13654,1341.66,4.93,0.6,1530.0,2.5,2.61,5.3965,0.462,1.77,5.0,-4.93494759625,1.11,0.10553314,473.565,112.95,0.10553314,-1.13175,642.63
-3.51765229,349.5,1811.0,346.0891,3.4543469239999998,1756.2,99.98654,1109.46,4.93,1.2,1380.0,2.8,2.61,4.3180000000000005,0.516,1.77,5.6,-4.895876467,1.068,0.42213256,474.48,108.0,0.42213256,-1.065,595.08
-3.51228592175,590.5,2128.0,587.0891,3.11305353975,2073.2,136.73154,1343.31,5.1,0.625,1547.5,2.425,2.78,5.45625,0.4615,1.77,5.025,-4.9048202158750005,1.10975,0.09147835,473.595,112.95,0.0948675,-1.1268749999999998,641.5550000000002
-3.47510621425,590.5,2128.0,587.0891,3.1608626419999997,2073.2,131.30154,1306.26,5.1,0.75,1540.0,2.4,2.78,5.336249999999999,0.47,1.77,5.15,-4.8681809806250005,1.1025,0.13019013000000002,473.7775,112.125,0.13696842999999995,-1.110875,632.555
-3.40074679925,590.5,2128.0,587.0891,3.2564808465,2073.2,120.44154,1232.16,5.1,1.0,1525.0,2.35,2.78,5.09625,0.48700000000000004,1.77,5.4,-4.7949025101250005,1.088,0.20761369,474.1425,110.475,0.22117029,-1.078875,614.555
-3.4288559395,590.5,2128.0,587.0891,3.06901166375,2073.2,134.91154,1343.31,4.93,0.7,1510.0,2.4,2.61,5.3912499999999985,0.4545,1.77,5.075,-4.81982685775,1.11,0.05276657,473.6825,112.975,0.05276657,-1.1315,631.29925
-3.3082462497500003,590.5,2128.0,587.0891,3.0727788900000004,2073.2,127.66154,1306.26,4.93,0.9,1465.0,2.35,2.61,5.206249999999999,0.456,1.77,5.25,-4.698194264375,1.103,0.05276657,473.9525,112.17499999999998,0.05276657,-1.120125,612.0435
-3.0670268702500003,590.5,2128.0,587.0891,3.0803133425,2073.2,113.16154,1232.16,4.93,1.3,1375.0,2.25,2.61,4.83625,0.459,1.77,5.6,-4.4549290776250015,1.089,0.05276657,474.4925,110.575,0.05276657,-1.097375,573.5319999999999
-3.5821499915,661.07,2506.0,657.6591000000002,3.0778599355000003,2451.2,143.92578999999998,1385.2099999999996,4.93,0.5,1555.0,2.45,2.61,5.731249999999998,0.454,1.77,5.25,-4.976667970625,1.11675,0.05276657,473.4175,113.775,0.05276657,-1.14,660.0049999999999
-3.61483435375,661.07,2506.0,657.6591000000002,3.0904754335000004,2451.2,145.69003999999998,1390.06,4.93,0.5,1555.0,2.45,2.61,5.88625,0.455,1.77,5.6,-5.011876490125,1.1165,0.05276657,473.4225,113.775,0.05276657,-1.137125,669.4549999999998
-3.68020307825,661.07,2506.0,657.6591000000002,3.1157064295000003,2451.2,149.21854,1399.7599999999998,4.93,0.5,1555.0,2.45,2.61,6.19625,0.457,1.77,6.300000000000002,-5.082293529125001,1.1159999999999999,0.05276657,473.4325,113.775,0.05276657,-1.131375,688.355
-3.60893645175,590.5,2896.0,587.0891,3.17546811775,2841.2,142.15904,1386.11,4.93,0.575,1530.0,2.5,2.61,5.98825,0.462,1.77,4.95,-4.998963181500001,1.11325,0.05276657,473.39,113.29999999999998,0.05276657,-1.13175,669.755
-3.6684072742500007,590.5,2896.0,587.0891,3.285691798,2841.2,142.15653999999995,1391.86,4.93,0.65,1505.0,2.55,2.61,6.400249999999999,0.47100000000000003,1.77,5.0,-5.056466911875002,1.1095,0.05276657,473.3675,112.825,0.05276657,-1.120625,688.955
-3.78734891925,590.5,2896.0,587.0891,3.5061391585000004,2841.2,142.15153999999995,1403.36,4.93,0.8,1455.0,2.65,2.61,7.22425,0.489,1.77,5.1,-5.171474372625,1.102,0.05276657,473.3225,111.875,0.05276657,-1.098375,727.355
-3.5901167957499998,690.1,2750.0,686.6891,3.082088723,2695.2,144.65153999999998,1388.735,4.93,0.55,1682.5,2.475,2.61,5.80125,0.45875,1.77,4.925,-4.980143525500001,1.11425,0.05276657,473.4525,113.4,0.05276657,-1.13175,666.105
-3.63076796225,690.1,2750.0,686.6891,3.0989330085000004,2695.2,147.14154,1397.11,4.93,0.6,1810.0,2.5,2.61,6.026249999999999,0.4645,1.77,4.95,-5.018827599875,1.1115,0.05276657,473.4925,113.025,0.05276657,-1.120625,681.655
-3.7120702952499998,690.1,2750.0,686.6891,3.1326215795,2695.2,152.12153999999998,1413.86,4.93,0.7000000000000001,2065.0,2.55,2.61,6.4762499999999985,0.47600000000000003,1.77,5.0,-5.096195748625,1.1059999999999999,0.05276657,473.5725,112.275,0.05276657,-1.098375,712.755
-3.4737622335000005,590.5,2128.0,587.0891,3.086937984,2073.2,136.83653999999999,1342.96,5.2,0.6499999999999999,1495.0,2.425,2.8800000000000003,5.48825,0.4615,1.77,5.05,-4.866468601499999,1.1095,0.0676514375,473.605,112.975,0.05438075,-1.1315,640.5550000000002
-3.3980588377500003,590.5,2128.0,587.0891,3.1086315305000003,2073.2,131.51153999999997,1305.56,5.2,0.8,1435.0,2.4,2.8800000000000003,5.400249999999999,0.47,1.77,5.2,-4.791477751875,1.102,0.082536305,473.7975,112.17499999999998,0.05599493,-1.120125,630.555
-3.2466520462500004,590.5,2128.0,587.0891,3.1520186235,2073.2,120.86154,1230.76,5.2,1.1,1315.0,2.35,2.8800000000000003,5.22425,0.48700000000000004,1.77,5.5,-4.6414960526249995,1.087,0.11230604,474.1825,110.575,0.05922329,-1.097375,610.555
-3.634068746000001,737.0,3290.0,733.5891,3.09544926,3235.2,145.82404000000002,1406.585,4.93,0.525,1527.5,2.475,2.61,5.9655,0.4585,1.77,5.275,-5.02409547575,1.11425,0.05276657,473.4275,113.45,0.05276657,-1.13175,679.605
-3.71867186275,737.0,3290.0,733.5891,3.1256540825,3235.2,149.48654,1432.81,4.93,0.55,1500.0,2.5,2.61,6.354749999999999,0.464,1.77,5.65,-5.106731500375,1.1115,0.05276657,473.4425,113.125,0.05276657,-1.120625,708.655
-3.88787809625,737.0,3290.0,733.5891,3.1860637275,3235.2,156.81153999999998,1485.2599999999998,4.93,0.6,1445.0,2.55,2.61,7.1332499999999985,0.475,1.77,6.4,-5.272003549625,1.1059999999999999,0.05276657,473.4725,112.475,0.05276657,-1.098375,766.755
-3.661753773,590.5,3695.0,587.0891,3.144030084,3640.2,137.96354,1409.01,4.93,0.5499999999999999,1645.0,2.5,2.61,6.359,0.463,1.81,5.3,-5.051780502750001,1.11325,0.05276657,473.3825,113.2,0.05276657,-1.13175,689.73
-3.366711045,590.5,2128.0,587.0891,3.05742000325,2073.2,130.28153999999998,1292.81,4.93,0.7000000000000001,1510.0,2.4,2.61,5.22795,0.45075,1.77,5.1,-4.758810485125,1.112,0.05276657,474.025,113.325,0.05276657,-1.12675,614.672
-3.1839564607499997,590.5,2128.0,587.0891,3.0495955689999996,2073.2,118.40153999999998,1205.2599999999998,4.93,0.9,1465.0,2.35,2.61,4.879649999999999,0.4485,1.77,5.3,-4.576161519125,1.107,0.05276657,474.6375,112.875,0.05276657,-1.110625,578.789
-2.81844729225,590.5,2128.0,587.0891,3.0339467005,2073.2,94.64154,1030.16,4.93,1.2999999999999998,1375.0,2.25,2.61,4.183049999999999,0.444,1.77,5.7,-4.210863587125002,1.097,0.05276657,475.8625,111.975,0.05276657,-1.078375,507.023
-2.566034609,290.8,1050.0,287.3891,3.7279558039999996,995.2,87.91654,992.26,4.2,0.0,1340.0,2.2,1.8800000000000003,3.729000000000001,0.443,1.39,4.6,-3.963793353,1.063,0.0,476.93,110.1,0.0,-1.109,424.574
-3.37721162425,349.5,1811.0,346.0891,3.4982543057499997,1756.2,98.18904,1052.11,4.93,1.05,1480.0,2.725,2.61,4.2715,0.5095000000000001,1.77,5.475,-4.75830407,1.06125,0.36936599,474.9525,107.3,0.36936599,-1.186,578.14175
-3.2613291935000004,349.5,1811.0,346.0891,3.5310688055000004,1756.2,96.72154,1043.56,4.93,0.9,1460.0,2.6500000000000004,2.61,4.194,0.5,1.77,5.35,-4.6448025390000005,1.0615,0.31659942,475.235,107.7,0.31659942,-1.175,556.2035
-3.029564332,349.5,1811.0,346.0891,3.596697805,1756.2,93.78654,1026.46,4.93,0.6,1420.0,2.5,2.61,4.039,0.4809999999999999,1.77,5.1,-4.417799477,1.062,0.21106628,475.8,108.5,0.21106628,-1.153,512.327
-2.7977994705,349.5,1811.0,346.0891,3.6623268044999997,1756.2,90.85154,1009.36,4.93,0.3,1380.0,2.35,2.61,3.884,0.462,1.77,4.85,-4.190796415,1.0625,0.10553314,476.365,109.3,0.10553314,-1.131,468.4505
-2.564574639,300.5,1357.77,297.0891,3.05088906,1302.97,89.85654,1073.86,4.45,2.0,1340.0,2.0,2.1300000000000003,4.307,0.459,1.47,6.2,-3.950839693,1.061,0.0,475.61,107.1,0.0,-1.1949999999999998,509.434
-3.377029128,349.5,1811.0,346.0891,3.4136209627499996,1756.2,98.43154,1062.31,4.93,1.3,1480.0,2.7,2.61,4.34375,0.5115,1.77,5.675,-4.7566848625,1.061,0.36936599,474.7875,106.925,0.36936599,-1.19675,588.74925
-3.260964201,349.5,1811.0,346.0891,3.3618021195,1756.2,97.20654,1063.96,4.93,1.4,1460.0,2.6,2.61,4.3385,0.504,1.77,5.75,-4.641564123999999,1.061,0.31659942,474.905,106.95,0.31659942,-1.1965,577.4185
-3.028834347,349.5,1811.0,346.0891,3.258164433,1756.2,94.75654,1067.26,4.93,1.6,1420.0,2.4,2.61,4.3279999999999985,0.489,1.77,5.9,-4.4113226469999995,1.061,0.21106628,475.14,107.0,0.21106628,-1.196,554.757
-2.796704493,349.5,1811.0,346.0891,3.1545267464999998,1756.2,92.30654,1070.56,4.93,1.8,1380.0,2.2,2.61,4.3175,0.474,1.77,6.050000000000002,-4.1810811700000015,1.061,0.10553314,475.375,107.05,0.10553314,-1.1955,532.0955
-2.431675335,256.06,1050.0,252.6491,2.9651124660000003,995.2,80.96853999999998,929.26,4.1,2.0,2120.0,2.2,1.7799999999999998,2.7039999999999997,0.42700000000000005,1.31,6.6,-3.8171597895,1.079,0.0,476.25,108.7,0.0,-1.3805,298.462
-3.3604167150000004,349.5,1811.0,346.0891,3.4028988885,1756.2,97.32054000000001,1044.235,4.93,1.3,1577.5,2.725,2.61,4.143375,0.5075000000000001,1.77,5.725,-4.739974874562501,1.06325,0.36936599,474.8675,107.125,0.36936599,-1.2199375,562.37775
-3.227739375,349.5,1811.0,346.0891,3.3403579710000004,1756.2,94.98454,1027.81,4.93,1.4,1655.0,2.6500000000000004,2.61,3.93775,0.496,1.77,5.85,-4.608144148125,1.0655,0.31659942,475.065,107.35,0.31659942,-1.242875,524.6754999999998
-2.697030015,349.5,1811.0,346.0891,3.0901943010000004,1756.2,85.64053999999999,962.11,4.93,1.8,1965.0,2.35,2.61,3.11525,0.45,1.77,6.35,-4.080821242375,1.0745,0.10553314,475.855,108.25,0.10553314,-1.334625,373.8665
-2.067415483,140.2,1050.0,136.7891,2.9581557760000003,995.2,52.81654,669.8599999999999,4.1,2.0,1340.0,2.0,1.7799999999999998,3.0006,0.429,1.32,6.4,-3.4627087120000004,1.077,0.0,478.35,109.9,0.0,-1.157,376.416
-3.3148842335000004,349.5,1811.0,346.0891,3.4020293022500003,1756.2,93.80154,1011.81,4.93,1.3,1480.0,2.7,2.61,4.18045,0.50775,1.77,5.699999999999998,-4.6956684898750005,1.063,0.36936599,475.13,107.275,0.36936599,-1.192,572.122
-2.780254769,349.5,1811.0,346.0891,3.2117977910000004,1756.2,76.23653999999998,865.26,4.93,1.6,1420.0,2.4000000000000004,2.61,3.6748,0.474,1.77,6.0,-4.1672571565,1.069,0.21106628,476.51,108.4,0.21106628,-1.177,488.2480000000001
-2.4238351259999997,349.5,1811.0,346.0891,3.0849767835,1756.2,64.52654,767.56,4.93,1.8,1380.0,2.2,2.61,3.3377000000000003,0.4515,1.77,6.2,-3.81498293425,1.073,0.10553314,477.43,109.15,0.10553314,-1.167,432.332
-3.6874240710000006,399.57,1768.0,396.1591,4.31842798,1713.2,143.65204,1361.7599999999998,5.1,1.5499999999999998,2495.0,2.35,2.78,4.658,0.5675,1.75,5.95,-5.10546101275,0.9565,0.30969424,472.41,102.6,0.336928205,-0.940125,615.43
-3.543806958,399.57,1768.0,396.1591,4.009662382,1713.2,130.68354,1282.06,5.1,1.5,2170.0,2.3,2.78,4.703999999999999,0.5489999999999999,1.75,5.9,-4.9552598165,0.993,0.30969424,473.18,104.4,0.33688794999999994,-0.96875,605.7800000000002
-3.6876109185000003,399.57,1768.0,396.1591,4.383217124,1713.2,144.37554,1342.46,5.1,1.5499999999999998,2540.0,2.35,2.55,4.728999999999999,0.5725,1.75,5.95,-5.106701378,0.9445,0.30969424,472.495,101.5,0.336928205,-0.987625,621.18
-3.5441806530000006,399.57,1768.0,396.1591,4.13924067,1713.2,132.13054,1243.46,5.1,1.5,2260.0,2.3,2.55,4.845999999999999,0.5589999999999999,1.75,5.9,-4.957740547,0.969,0.30969424,473.35,102.2,0.33688794999999994,-1.06375,617.2800000000002
-3.814016995,399.57,1768.0,396.1591,4.406331611000001,1713.2,148.14203999999998,1396.61,5.1,1.5499999999999998,2820.0,2.4,1.93,4.8695,0.588,1.75,6.45,-5.2393626224164995,0.937,0.30969424,471.86,100.2,0.336928205,-0.941625,649.68
-3.796992806,399.57,1768.0,396.1591,4.1854696439999985,1713.2,139.66353999999998,1351.76,5.1,1.5,2820.0,2.4,1.93,5.126999999999999,0.59,1.75,6.9,-5.223063035833,0.9540000000000001,0.30969424,472.08,99.6,0.33688794999999994,-0.97175,674.2800000000002
-3.8167823100000007,399.57,1768.0,396.1591,4.408370055500001,1713.2,152.22753999999995,1430.7599999999998,5.1,1.6,2820.0,2.4,1.93,4.785499999999999,0.5874999999999999,1.75,6.35,-5.24200596525,0.938,0.30969424,471.28,100.25,0.336928205,-0.911125,644.73
-3.802523436,399.57,1768.0,396.1591,4.189546533,1713.2,147.83454,1420.06,5.1,1.6,2820.0,2.4,1.93,4.959,0.589,1.75,6.7,-5.2283497215,0.956,0.30969424,470.92,99.7,0.33688794999999994,-0.91075,664.38
-3.8129841680000003,399.57,1768.0,396.1591,4.3952016490000005,1713.2,149.19404,1403.2599999999998,5.1,1.5499999999999998,2820.0,2.4,1.93,4.89,0.588,1.75,6.5,-5.2381557435835,0.9365,0.30969424,471.87,100.3,0.336928205,-0.9107916666500001,652.78
-3.794927152000001,399.57,1768.0,396.1591,4.1632097199999984,1713.2,141.76754,1365.06,5.1,1.5,2820.0,2.4,1.93,5.167999999999998,0.59,1.75,7.0,-5.2206492781669995,0.953,0.30969424,472.1,99.8,0.33688794999999994,-0.9100833333,680.48
-3.822785573,399.57,1768.0,396.1591,4.410766687500002,1713.2,150.82603999999995,1423.2599999999998,5.1,1.5499999999999998,2820.0,2.4,1.93,4.658999999999999,0.5870000000000001,1.75,6.15,-5.2474024667500005,0.9395,0.30969424,471.725,100.55,0.336928205,-0.932125,630.13
-3.814529962,399.57,1768.0,396.1591,4.194339797,1713.2,145.03153999999998,1405.06,5.1,1.5,2820.0,2.4,1.93,4.706,0.588,1.75,6.300000000000002,-5.2391427245000015,0.959,0.30969424,471.81,100.3,0.33688794999999994,-0.95275,635.18
-3.819910023,399.57,1768.0,396.1591,4.401290361,1713.2,146.22353999999999,1358.41,5.1,1.5499999999999998,2820.0,2.4,1.93,4.7330000000000005,0.5874999999999999,1.75,6.25,-5.2449538815,0.9385,0.30969424,471.38,100.7,0.336928205,-0.923125,632.68
-3.808778862000001,399.57,1768.0,396.1591,4.175387144,1713.2,135.82654,1275.36,5.1,1.5,2820.0,2.4,1.93,4.853999999999999,0.589,1.75,6.5,-5.234245554,0.957,0.30969424,471.12,100.6,0.33688794999999994,-0.93475,640.2800000000002
-3.6751449535,399.57,1768.0,396.1591,4.323974421000002,1713.2,143.48703999999995,1337.36,5.1,1.5499999999999998,2555.0,2.35,2.7,4.6735,0.569,1.75,5.95,-5.09342557975,0.953,0.30969424,472.505,102.05,0.336928205,-1.006125,617.93
-3.5192487230000005,399.57,1768.0,396.1591,4.020755264,1713.2,130.35353999999998,1233.26,5.1,1.5,2290.0,2.3,2.7,4.7349999999999985,0.5519999999999999,1.75,5.9,-4.9311889505,0.986,0.30969424,473.37,103.3,0.33688794999999994,-1.10075,610.7800000000002
-3.8941592092500006,399.57,2180.0,396.1591,4.673109276250001,2125.2,155.77553999999995,1435.06,5.1,1.55,2820.0,2.475,1.93,4.731999999999998,0.5855,1.75,5.925000000000002,-5.3162953938749995,0.9205,0.27098246000000004,471.4375,100.925,0.29486753,-0.916875,635.38
-3.9572772345,399.57,2180.0,396.1591,4.7190249745,2125.2,154.93053999999998,1428.66,5.1,1.5,2820.0,2.55,1.93,4.8519999999999985,0.585,1.75,5.85,-5.37692857875,0.9209999999999999,0.23227068,471.235,101.05,0.2527666,-0.92225,645.68
-3.8636761287500008,399.57,1811.0,396.1591,4.634970545250001,1756.2,156.02553999999995,1439.81,5.1,1.5750000000000002,2802.5,2.475,1.93,4.55225,0.5865,1.77,5.975,-5.285789589375,0.92025,0.32374903000000005,471.61,100.8,0.34763409999999995,-0.916375,626.155
-3.8963110735,399.57,1811.0,396.1591,4.6427475125,1756.2,155.43053999999998,1438.16,5.1,1.55,2785.0,2.55,1.93,4.4925,0.5870000000000001,1.77,5.95,-5.31591696975,0.9205,0.33780382,471.58,100.8,0.35829974,-0.92125,627.2299999999998
-3.6943807905,399.57,1768.0,396.1591,4.5758445945,1713.2,150.47804,1395.535,5.1,1.425,2875.0,2.375,1.93,4.419,0.5715,1.75,5.825,-5.117209288125,0.925,0.27098246000000004,471.935,101.675,0.29486753,-0.916625,603.955
-3.557720397,399.57,1768.0,396.1591,4.524495611000001,1713.2,144.33553999999995,1349.61,5.1,1.25,2930.0,2.35,1.93,4.225999999999999,0.5569999999999999,1.75,5.65,-4.97875636725,0.93,0.23227068,472.23,102.55,0.2527666,-0.92175,582.83
-3.2843996100000004,399.57,1768.0,396.1591,4.421797644,1713.2,132.05053999999998,1257.76,5.1,0.8999999999999999,3040.0,2.3,1.93,3.84,0.528,1.75,5.300000000000002,-4.7018505255,0.94,0.15484712,472.82,104.3,0.16856474,-0.932,540.5799999999998
-3.87829928875,399.57,1768.0,396.1591,4.6630567765,1713.2,152.78153999999998,1419.81,5.1,1.55,2782.5,2.5,1.93,4.52975,0.5825,1.75,5.949999999999998,-5.3041666116335,0.92025,0.2709902130172414,471.8575,100.975,0.31533185249999995,-0.915814655175,618.8549999999998
-3.9255573935,399.57,1768.0,396.1591,4.698919975000001,1713.2,148.94253999999998,1398.16,5.1,1.5,2745.0,2.6,1.93,4.4475,0.579,1.75,5.9,-5.352671014267,0.9205,0.2322861860344828,472.075,101.15,0.293695245,-0.92012931035,612.63
-3.79251749575,399.57,1768.0,396.1591,4.60107802225,1713.2,156.72554,1441.11,5.2,1.625,2767.5,2.4,2.03,4.644,0.586,1.75,6.025,-5.217310594624999,0.91975,0.28586732750000005,471.65,100.825,0.29648171,-0.916125,624.08
-3.753993807500001,399.57,1768.0,396.1591,4.574962466500001,1713.2,156.83053999999996,1440.76,5.2,1.65,2715.0,2.4,2.03,4.675999999999998,0.586,1.75,6.050000000000002,-5.17895898025,0.9195,0.262040415,471.66,100.85,0.25599496,-0.92075,623.0799999999998
-3.676946431,399.57,1768.0,396.1591,4.522731355,1713.2,157.04054,1440.06,5.2,1.7,2610.0,2.4,2.03,4.739999999999998,0.586,1.75,6.1,-5.1022557514999995,0.919,0.21438659,471.68,100.9,0.17502146,-0.93,621.08
-3.8310411839999996,399.57,1768.0,396.1591,4.627193578,1713.2,156.62053999999998,1441.46,5.1,1.6,2820.0,2.4,1.93,4.611999999999999,0.586,1.75,6.0,-5.2556622090000005,0.92,0.30969424,471.64,100.8,0.33696846,-0.9115,625.08
-4.04875116,399.57,2180.0,396.1591,4.376987968,2125.2,123.92353999999999,1230.86,4.65,1.1,2170.0,2.9,2.3300000000000005,5.664,0.5449999999999999,1.73,5.3,-5.440325295499999,0.997,0.0,471.56,105.4,8.051e-05,-1.01175,688.18
-4.1925551205,399.57,2180.0,396.1591,4.75054271,2125.2,137.61553999999998,1291.2599999999998,4.65,1.15,2540.0,2.95,2.1000000000000005,5.689,0.5685,1.73,5.35,-5.5917668570000005,0.9485,0.0,470.875,102.5,0.000120765,-1.030625,703.58
-4.0491248550000005,399.57,2180.0,396.1591,4.506566256,2125.2,125.37053999999999,1192.2599999999998,4.65,1.1,2260.0,2.9,2.1000000000000005,5.805999999999999,0.5549999999999999,1.73,5.3,-5.442806026,0.973,0.0,471.73,103.2,8.051e-05,-1.10675,699.68
-4.3217265120000015,399.57,2180.0,396.1591,4.7756956415000005,2125.2,145.46754,1379.56,4.65,1.2,2820.0,3.0,1.4800000000000004,5.7455,0.5834999999999999,1.73,5.75,-5.72707144425,0.9420000000000001,0.0,469.66,101.25,0.000120765,-0.954125,727.13
-4.31792837,399.57,2180.0,396.1591,4.762527235,2125.2,142.43403999999998,1352.06,4.65,1.15,2820.0,3.0,1.4800000000000004,5.85,0.584,1.73,5.9,-5.7232212225835015,0.9405,0.0,470.25,101.3,0.000120765,-0.95379166665,735.18
-4.2998713539999995,399.57,2180.0,396.1591,4.530535306000001,2125.2,135.00753999999998,1313.86,4.65,1.1,2820.0,3.0,1.4800000000000004,6.127999999999999,0.586,1.73,6.4,-5.705714757167,0.957,0.0,470.48,100.8,8.051e-05,-0.9530833333,762.88
-4.319474164,399.57,2180.0,396.1591,4.561665383,2125.2,138.27154000000002,1353.86,4.65,1.1,2820.0,3.0,1.4800000000000004,5.666,0.584,1.73,5.699999999999998,-5.7242082035,0.963,0.0,470.19,101.3,8.051e-05,-0.99575,717.58
