BCCenergy_pa_composition_average,HeatVaporization_max_value,MeltingT_max_value,HeatVaporization_difference,BCCfermi_composition_average,MeltingT_difference,HeatVaporization_composition_average,BoilingT_composition_average,phi_max_value,NdValence_composition_average,HHIp_composition_average,valence_composition_average,phi_difference,HeatFusion_composition_average,n_ws^third_composition_average,n_ws^third_max_value,NValance_composition_average,GSenergy_pa_composition_average,CovalentRadii_composition_average,GSmagmom_composition_average,ThermalExpansionCoefficient_composition_average,MiracleRadius_composition_average,BCCmagmom_composition_average,BCCvolume_padiff_composition_average,MeltingT_composition_average
-3.648407556,446.7,2183.0,443.2891,3.455052634,2128.2,119.42654,1218.66,4.25,0.6,1560.0,2.6,1.93,5.856,0.49,1.64,5.0,-5.026631733,1.078,0.0,473.8,109.8,0.0,-1.065,669.48
-3.7622643239999998,339.5,2180.0,336.0891,4.0186133480000015,2125.2,100.88054,994.26,4.65,1.0,1700.0,2.8,2.1000000000000005,6.039999999999999,0.528,1.73,5.2,-5.144884364,1.022,0.0,473.44,104.6,0.0,-1.2590000000000001,691.88
-3.3935564300000003,425.2,1941.0,421.7891,3.0184350039999996,1886.2,118.02053999999998,1117.46,3.8,0.4,1300.0,2.4000000000000004,1.25,4.67,0.486,1.52,4.800000000000002,-4.79878648,1.05,4.50666666666e-06,474.18,107.0,0.0,-1.225,644.08
-3.649154946,446.7,2183.0,443.2891,3.71420921,2128.2,122.32054,1141.46,4.25,0.6,1740.0,2.6,1.7000000000000002,6.139999999999999,0.51,1.64,5.0,-5.031593194,1.03,0.0,474.14,105.4,0.0,-1.255,692.48
-3.712400464,339.5,2180.0,336.0891,3.781642536,2125.2,97.32654000000001,973.86,4.65,1.0,1760.0,2.8,2.2500000000000004,5.818,0.514,1.73,5.2,-5.091781171,1.056,0.0,473.48,106.8,0.0,-1.3330000000000002,678.88
-3.34369257,425.2,1941.0,421.7891,2.781464192,1886.2,114.46653999999998,1097.06,3.8,0.4,1360.0,2.4000000000000004,1.4,4.448,0.47200000000000003,1.52,4.800000000000002,-4.745683287,1.084,4.50666666666e-06,474.22,109.2,0.0,-1.2990000000000002,631.08
-3.5152892100000006,373.3,1768.0,369.8891,3.572015337,1713.2,121.89754,1260.66,5.1,1.5,2170.0,2.3,2.78,5.050999999999998,0.552,1.75,6.6,-4.927947328999999,1.0290000000000001,0.30969424,472.46,103.3,0.33680744,-0.968,645.08
-3.5959995135000002,399.57,1811.0,396.1591,3.7475585875,1756.2,114.14504,1192.46,5.1,1.3,1740.0,2.7,2.78,4.3915,0.5335,1.77,5.7,-4.985822902500002,1.031,0.39402298,473.77,106.20000000000002,0.400841535,-1.026625,602.5799999999998
-3.81170545425,399.57,1811.0,396.1591,4.3078907005,1756.2,134.68303999999998,1283.06,5.1,1.375,2295.0,2.775,2.55,4.4289999999999985,0.56875,1.77,5.775,-5.2129852447500005,0.95825,0.39402298,472.7425,101.85,0.4009019175,-1.0549375,625.68
-3.79300650675,399.57,1811.0,396.1591,4.2190266460000005,1756.2,133.35029,1275.41,5.1,1.375,2317.5,2.775,2.7,4.34575,0.5635,1.77,5.775,-5.193071547375,0.971,0.39402298,472.7575,102.675,0.4009019175,-1.0826875,620.805
-3.6624667277499996,399.57,1811.0,396.1591,4.187918777,1756.2,135.73029,1282.01,5.1,1.475,2387.5,2.475,2.7,4.58475,0.5615,1.77,5.875,-5.0725620258749995,0.97,0.33780382,472.8775,102.675,0.3582393575,-1.0631875,616.505
-3.6261465422500003,399.57,1811.0,396.1591,4.1309428939999995,1756.2,129.71029,1275.41,4.93,1.525,2242.5,2.725,2.53,4.21575,0.5495,1.77,5.875,-5.023084831125001,0.9715,0.31659942,472.9325,102.725,0.3167000575,-1.0919375,600.2935
-3.6387573835,399.57,1811.0,396.1591,3.780317638,1756.2,107.44079,1141.66,4.93,1.475,1600.0,2.9,2.61,4.39465,0.534,1.77,6.300000000000002,-5.022231368625,1.0367499999999998,0.42213256,473.915,105.575,0.4221526875,-1.1266874999999998,588.515
-3.6880539205000002,399.57,1811.0,396.1591,3.951905553,1756.2,108.41079,1134.01,4.93,1.725,1657.5,2.975,2.61,4.4943,0.54275,1.77,6.975,-5.073485672125,1.02375,0.42213256,473.735,104.05,0.4221526875,-1.2026875,577.125
-3.7866469945,399.57,1811.0,396.1591,4.2950813829999985,1756.2,110.35079,1118.7099999999996,4.93,2.225,1772.5,3.125,2.61,4.6936,0.5602499999999999,1.77,8.325,-5.175994279125001,0.99775,0.42213256,473.375,101.0,0.4221526875,-1.3546874999999998,554.3449999999998
-3.559881266,399.57,1811.0,396.1591,3.66719606325,1756.2,105.46254,1121.735,4.93,1.475,1510.0,2.825,2.61,4.27225,0.536,1.77,5.875,-4.94319336425,1.0355,0.42213256,474.35,105.45,0.4221526875,-1.0468125,589.7605
-3.5303016855000005,399.57,1811.0,396.1591,3.7256624035,1756.2,104.45429,1094.16,4.93,1.725,1477.5,2.825,2.61,4.2494999999999985,0.54675,1.77,6.125,-4.915409663375,1.02125,0.42213256,474.605,103.8,0.4221526875,-1.0429375,579.616
-3.4711425245000003,399.57,1811.0,396.1591,3.8425950839999996,1756.2,102.43779,1039.01,4.93,2.225,1412.5,2.825,2.61,4.204,0.5682499999999999,1.77,6.625,-4.859842261624999,0.99275,0.42213256,475.115,100.5,0.4221526875,-1.0351875,559.327
-3.638745926,399.57,1811.0,396.1591,3.79500238775,1756.2,110.22504,1167.61,4.93,1.475,1532.5,2.875,2.61,4.29575,0.536,1.77,5.925000000000002,-5.021915185875001,1.0355,0.42213256,474.13,105.4,0.4221526875,-1.2520625,587.5319999999999
-3.6880310055,399.57,1811.0,396.1591,3.9812750525,1756.2,113.97929,1185.91,4.93,1.725,1522.5,2.925,2.61,4.2965,0.54675,1.77,6.225,-5.072853306625,1.02125,0.42213256,474.165,103.7,0.4221526875,-1.4534375,575.159
-3.7866011645,399.57,1811.0,396.1591,4.353820382,1756.2,121.48779,1222.5099999999998,4.93,2.225,1502.5,3.025,2.61,4.298,0.5682499999999999,1.77,6.824999999999998,-5.1747295481250015,0.99275,0.42213256,474.235,100.3,0.4221526875,-1.8561875,550.413
-3.5783710269999998,373.3,1768.0,369.8891,3.762957446,1713.2,124.95954,1257.01,5.1,1.65,2227.5,2.375,2.78,4.872649999999998,0.55975,1.75,6.775,-4.9911424975,1.02,0.30969424,473.02,102.475,0.33680744,-1.0805,595.49
-3.627667564,373.3,1768.0,369.8891,3.934545361,1713.2,125.92954,1249.36,5.1,1.9,2285.0,2.45,2.78,4.972299999999999,0.5685,1.75,7.449999999999998,-5.042396801000001,1.0070000000000001,0.30969424,472.84,100.95,0.33680744,-1.1565,584.1
-3.726260638,373.3,1768.0,369.8891,4.277721191,1713.2,127.86954,1234.06,5.1,2.4,2400.0,2.6,1.91,5.1716,0.586,1.75,8.8,-5.1449054080000005,0.981,0.30969424,472.48,97.9,0.33680744,-1.3085,561.32
-3.1913054035000004,377.5,1728.0,374.0891,3.44091142525,1673.2,123.82129,1234.285,5.2,1.85,1717.5,2.3,2.8800000000000003,5.00625,0.56175,1.75,6.550000000000002,-4.6052915781250015,1.01675,0.11907894,473.535,102.55,0.012913440000000002,-1.037625,588.7355
-3.1617258230000003,377.5,1728.0,374.0891,3.4993777655,1673.2,122.81304,1206.71,5.2,2.1,1685.0,2.3,2.8800000000000003,4.9834999999999985,0.5725,1.75,6.800000000000002,-4.57750787725,1.0025,0.11907894,473.79,100.9,0.012913440000000002,-1.03375,578.591
-3.102566662,377.5,1728.0,374.0891,3.6163104460000004,1673.2,120.79654,1151.56,5.2,2.6,1620.0,2.3,2.01,4.938,0.594,1.75,7.300000000000002,-4.5219404755,0.9740000000000001,0.11907894,474.3,97.6,0.012913440000000002,-1.026,558.302
-3.2701700635,377.5,1728.0,374.0891,3.56871774975,1673.2,128.58379,1280.16,5.2,1.85,1740.0,2.35,2.8800000000000003,5.02975,0.56175,1.75,6.6,-4.68401339975,1.01675,0.11907894,473.315,102.5,0.012913440000000002,-1.242875,586.507
-3.3194551430000003,377.5,1728.0,374.0891,3.7549904145,1673.2,132.33803999999998,1298.46,5.2,2.1,1730.0,2.4000000000000004,2.8800000000000003,5.0305,0.5725,1.75,6.9,-4.7349515205,1.0025,0.11907894,473.35,100.8,0.012913440000000002,-1.4442499999999998,574.134
-3.4180253019999998,377.5,1728.0,374.0891,4.1275357439999985,1673.2,139.84654,1335.06,5.2,2.6,1710.0,2.5,2.01,5.032,0.594,1.75,7.5,-4.8368277619999995,0.9740000000000001,0.11907894,473.42,97.4,0.012913440000000002,-1.847,549.388
-3.2727261515,373.3,1811.0,369.8891,3.4298708844999997,1756.2,102.89654,1021.76,5.1,1.35,1725.0,2.35,2.7,4.738499999999998,0.5189999999999999,1.77,5.75,-4.666970452749999,1.0525,0.33780382,475.04,105.8,0.35813872,-1.29975,598.63
-3.5137317492500006,690.1,2750.0,686.6891,3.437790904,2695.2,107.84154,1058.935,4.93,1.15,1772.5,2.7750000000000004,2.53,4.784749999999999,0.51875,1.77,5.525,-4.892930664250001,1.05825,0.36936599,474.7475,106.25,0.36936599,-1.329,628.555
-3.1670564915,373.3,1814.0,369.8891,3.329886265,1759.2,100.66154,1020.21,5.1,1.1,1880.0,2.2,2.7,4.752999999999999,0.494,1.75,5.5,-4.56697188925,1.0659999999999998,0.2322709975,474.95,107.65,0.25260558,-1.3015,598.78
-4.013528798,661.07,2506.0,657.6591000000002,3.39576184,2451.2,165.96504,1512.76,4.93,0.6,2180.0,2.6,2.61,6.3035,0.507,1.77,7.4,-5.43122948325,1.0755,0.10553314,472.075,108.95,0.10553314,-1.093,719.7299999999998
-4.050757923,661.07,2506.0,657.6591000000002,3.3527912685000003,2451.2,173.75429000000003,1556.31,4.93,0.5,2205.0,2.55,2.61,6.638249999999998,0.4990000000000001,1.77,7.65,-5.472949857625,1.08225,0.05276657,471.9275,109.775,0.05276657,-1.1012499999999998,737.105
-4.381554259750001,737.0,3290.0,733.5891,3.4681395727499997,3235.2,187.63704,1707.585,5.1,0.7,2030.0,2.65,2.78,8.33775,0.53,1.75,7.85,-5.774815013125,1.0645,0.03871178,472.0275,107.5,0.04210093,-1.038625,873.23
-3.8174226245,590.5,2128.0,587.0891,3.320068852,2073.2,155.37954,1483.66,4.93,0.6,2180.0,2.6,2.61,5.3735,0.501,1.77,5.3,-5.21997836625,1.077,0.10553314,472.045,108.95,0.10553314,-1.11025,663.03
-3.8219673872500004,590.5,2128.0,587.0891,3.2644827825,2073.2,161.40454,1522.36,4.93,0.5,2205.0,2.55,2.61,5.5532499999999985,0.49200000000000005,1.77,5.2,-5.226490221125,1.084,0.05276657,471.8925,109.775,0.05276657,-1.121375,670.9549999999998
-3.939070548,661.07,2506.0,657.6591000000002,3.481702983,2451.2,150.38654,1425.66,4.93,0.8,2130.0,2.7,2.61,5.634,0.5229999999999999,1.77,6.9,-5.3477887345,1.062,0.21106628,472.37,107.3,0.21106628,-1.0765,684.98
-3.808333099,590.5,2128.0,587.0891,3.431240991,2073.2,143.32953999999998,1406.2599999999998,4.93,0.8,2130.0,2.7,2.61,5.0139999999999985,0.5189999999999999,1.77,5.5,-5.2069546565,1.063,0.21106628,472.35,107.3,0.21106628,-1.088,647.1800000000002
-4.4141892045,737.0,3290.0,733.5891,3.47591654,3235.2,187.04204,1705.935,4.93,0.675,2012.5,2.725,2.61,8.277999999999999,0.5305,1.77,7.825000000000001,-5.804942393499999,1.06475,0.05276657,471.9975,107.5,0.05276657,-1.0435,874.305
-4.3430305715,737.0,3290.0,733.5891,3.442024017,3235.2,187.74204,1707.235,5.2,0.7250000000000001,1977.5,2.65,2.8800000000000003,8.36975,0.53,1.75,7.875,-5.73646339875,1.06425,0.0148848675,472.0375,107.525,0.0016141800000000002,-1.04325,872.23
-3.665325369000001,373.3,1768.0,369.8891,3.6909887035000004,1713.2,133.61104,1335.66,5.1,1.4,2495.0,2.35,2.78,4.7615,0.5705,1.75,6.25,-5.082403579,1.0165,0.30969424,472.44,102.0,0.33680744,-0.99375,617.08
-3.52907449,373.3,1768.0,369.8891,3.5913695310000002,1713.2,123.98954,1264.66,5.1,1.4,2170.0,2.3,2.78,4.773,0.5509999999999999,1.75,6.1,-4.939888194,1.033,0.30969424,473.2,104.0,0.33680744,-1.0045,606.88
-3.6655122165,373.3,1768.0,369.8891,3.7557778475,1713.2,134.33454,1316.36,5.1,1.4,2540.0,2.35,2.55,4.8325,0.5754999999999999,1.75,6.25,-5.08364394425,1.0045,0.30969424,472.525,100.9,0.33680744,-1.04125,622.83
-3.529448185000001,373.3,1768.0,369.8891,3.7209478189999996,1713.2,125.43653999999998,1226.06,5.1,1.4,2260.0,2.3,2.55,4.914999999999999,0.5609999999999999,1.75,6.1,-4.9423689245,1.0090000000000001,0.30969424,473.37,101.8,0.33680744,-1.0995,618.38
-3.791918293,373.3,1768.0,369.8891,3.7788923345,1713.2,138.10103999999998,1370.51,5.1,1.4,2820.0,2.4,1.91,4.972999999999999,0.591,1.75,6.75,-5.2163051886664995,0.997,0.30969424,471.89,99.6,0.33680744,-0.99525,651.33
-3.782260338,373.3,1768.0,369.8891,3.767176793,1713.2,132.96954,1334.36,5.1,1.4,2820.0,2.4,1.91,5.196000000000001,0.5920000000000001,1.75,7.1,-5.207691413333,0.9940000000000001,0.30969424,472.1,99.2,0.33680744,-1.0074999999999998,675.38
-3.7946836080000006,373.3,1768.0,369.8891,3.7809307789999997,1713.2,142.18653999999995,1404.66,5.1,1.45,2820.0,2.4,1.91,4.8889999999999985,0.5905,1.75,6.65,-5.218948531500001,0.998,0.30969424,471.31,99.65,0.33680744,-0.96475,646.38
-3.787790968,373.3,1768.0,369.8891,3.7712536819999998,1713.2,141.14054,1402.66,5.1,1.5,2820.0,2.4,1.91,5.0280000000000005,0.591,1.75,6.9,-5.212978099,0.996,0.30969424,470.94,99.3,0.33680744,-0.9465,665.48
-3.790885466,373.3,1768.0,369.8891,3.7677623725,1713.2,139.15303999999998,1377.16,5.1,1.4,2820.0,2.4,1.91,4.993499999999999,0.591,1.75,6.800000000000002,-5.2150983098334995,0.9965,0.30969424,471.9,99.7,0.33680744,-0.96441666665,654.43
-3.780194684000001,373.3,1768.0,369.8891,3.744916869,1713.2,135.07353999999998,1347.66,5.1,1.4,2820.0,2.4,1.91,5.236999999999999,0.5920000000000001,1.75,7.2,-5.2052776556669995,0.993,0.30969424,472.12,99.4,0.33680744,-0.9458333333,681.58
-3.8006868710000004,373.3,1768.0,369.8891,3.783327411,1713.2,140.78503999999995,1397.16,5.1,1.4,2820.0,2.4,1.91,4.762499999999998,0.59,1.75,6.45,-5.2243450330000005,0.9994999999999998,0.30969424,471.755,99.95,0.33680744,-0.98575,631.7800000000002
-3.799797494,373.3,1768.0,369.8891,3.776046946,1713.2,138.33754,1387.66,5.1,1.4,2820.0,2.4,1.91,4.775,0.59,1.75,6.5,-5.2237711020000015,0.999,0.30969424,471.83,99.9,0.33680744,-0.9885,636.2800000000002
-3.797811321,373.3,1768.0,369.8891,3.7738510845,1713.2,136.18254,1332.31,5.1,1.4,2820.0,2.4,1.91,4.836499999999999,0.5905,1.75,6.550000000000002,-5.22189644775,0.9985,0.30969424,471.41,100.1,0.33680744,-0.97675,634.33
-3.794046394,373.3,1768.0,369.8891,3.757094293,1713.2,129.13253999999998,1257.96,5.1,1.4,2820.0,2.4,1.91,4.922999999999999,0.591,1.75,6.7,-5.2188739315,0.997,0.30969424,471.14,100.2,0.33680744,-0.9705,641.38
-3.496986401,373.3,1768.0,369.8891,3.56894883,1713.2,109.55953999999998,1067.16,5.1,1.4,2290.0,2.3,2.7,4.9769999999999985,0.5549999999999999,1.75,6.4,-4.9097722955,1.023,0.30969424,472.85,103.1,0.33680744,-1.124,625.98
-3.6530462514999997,373.3,1768.0,369.8891,3.6965351445,1713.2,133.44603999999998,1311.26,5.1,1.4,2555.0,2.35,2.7,4.776999999999999,0.5720000000000001,1.75,6.25,-5.070368146,1.013,0.30969424,472.535,101.45,0.33680744,-1.05975,619.58
-3.5045162550000004,373.3,1768.0,369.8891,3.602462413,1713.2,123.65954,1215.86,5.1,1.4,2290.0,2.3,2.7,4.8039999999999985,0.5539999999999999,1.75,6.1,-4.915817328,1.026,0.30969424,473.39,102.9,0.33680744,-1.1364999999999998,611.88
-3.864694273250001,373.3,2180.0,369.8891,3.83652357425,2125.2,142.38754,1400.26,5.1,1.35,2820.0,2.475,1.91,4.869999999999999,0.5895,1.75,6.324999999999998,-5.2855521488749995,1.0005,0.27098246000000004,471.4775,100.125,0.29470651,-0.988375,637.58
-3.9278122985,373.3,2180.0,369.8891,3.8824392725,2125.2,141.54254,1393.86,5.1,1.3,2820.0,2.55,1.91,4.989999999999998,0.589,1.75,6.25,-5.34618533375,1.001,0.23227068,471.275,100.25,0.25260558,-0.99375,647.88
-4.054048348999999,373.3,2180.0,369.8891,3.9742706689999996,2125.2,139.85253999999998,1381.06,5.1,1.2,2820.0,2.7,1.91,5.23,0.588,1.75,6.1,-5.4674517035,1.002,0.15484712,470.87,100.5,0.16840371999999998,-1.0045,668.48
-3.8342111927500007,373.3,1811.0,369.8891,3.79838484325,1756.2,142.63754,1405.01,5.1,1.375,2802.5,2.475,1.91,4.69025,0.5905,1.77,6.375,-5.255046344375,1.00025,0.32374903000000005,471.65,100.0,0.34747308,-0.987875,628.3549999999998
-3.8668461375,373.3,1811.0,369.8891,3.8061618105,1756.2,142.04254,1403.36,5.1,1.35,2785.0,2.55,1.91,4.6305,0.591,1.77,6.35,-5.28517372475,1.0005,0.33780382,471.62,100.0,0.35813872,-0.99275,629.43
-3.9321160269999997,373.3,1811.0,369.8891,3.821715745,1756.2,140.85253999999995,1400.06,5.1,1.2999999999999998,2750.0,2.7,1.91,4.510999999999999,0.5920000000000001,1.77,6.300000000000002,-5.3454284854999985,1.001,0.3659134,471.56,100.0,0.37947,-1.0025,631.58
-3.6649158545,373.3,1768.0,369.8891,3.7392588925,1713.2,137.09004,1360.735,5.1,1.225,2875.0,2.375,1.91,4.557,0.5755,1.75,6.225,-5.086466043125,1.005,0.27098246000000004,471.975,100.875,0.29470651,-0.988125,606.155
-3.528255461,373.3,1768.0,369.8891,3.6879099089999996,1713.2,130.94754,1314.81,5.1,1.05,2930.0,2.35,1.91,4.363999999999999,0.5609999999999999,1.75,6.050000000000002,-4.94801312225,1.01,0.23227068,472.27,101.75,0.25260558,-0.99325,585.03
-3.254934674,373.3,1768.0,369.8891,3.585211942,1713.2,118.66254,1222.96,5.1,0.7,3040.0,2.3,1.91,3.978,0.532,1.75,5.7,-4.6711072805,1.02,0.15484712,472.86,103.5,0.16840371999999998,-1.0034999999999998,542.78
-3.84883435275,373.3,1768.0,369.8891,3.8264710744999997,1713.2,139.39353999999997,1385.01,5.1,1.35,2782.5,2.5,1.91,4.66775,0.5865,1.75,6.35,-5.2734233666335,1.00025,0.2709902130172414,471.8975,100.175,0.3151708325,-0.987314655175,621.055
-3.8960924575,373.3,1768.0,369.8891,3.862334273,1713.2,135.55453999999997,1363.36,5.1,1.3,2745.0,2.6,1.91,4.5855,0.583,1.75,6.300000000000002,-5.321927769267,1.0005,0.2322861860344828,472.115,100.35,0.293534225,-0.99162931035,614.83
-3.76305255975,377.5,1768.0,374.0891,3.7644923202499996,1713.2,143.33754,1406.31,5.2,1.425,2767.5,2.4,2.01,4.782,0.59,1.75,6.425000000000002,-5.186567349624999,0.99975,0.28586732750000005,471.69,100.025,0.29632069,-0.987625,626.2800000000002
-3.7245288715,377.5,1768.0,374.0891,3.7383767645,1713.2,143.44253999999998,1405.9599999999996,5.2,1.4500000000000002,2715.0,2.4,2.01,4.813999999999999,0.59,1.75,6.45,-5.14821573525,0.9995,0.262040415,471.7,100.05,0.25583394,-0.99225,625.28
-3.647481495,377.5,1768.0,374.0891,3.686145653,1713.2,143.65254,1405.2599999999998,5.2,1.5,2610.0,2.4,2.01,4.877999999999999,0.59,1.75,6.5,-5.0715125064999995,0.999,0.21438659,471.72,100.1,0.17486043999999998,-1.0015,623.2800000000002
-3.801576248,373.3,1768.0,369.8891,3.790607876,1713.2,143.23253999999997,1406.66,5.1,1.4,2820.0,2.4,1.91,4.749999999999999,0.59,1.75,6.4,-5.2249189639999996,1.0,0.30969424,471.68,100.0,0.33680744,-0.983,627.2800000000002
-4.170269571,339.5,2180.0,336.0891,4.0583142895,2125.2,126.85104,1284.46,4.65,1.0,2495.0,2.95,2.3300000000000005,5.7215,0.5665,1.73,5.65,-5.5674690579999995,1.0205,0.0,470.82,103.0,0.0,-1.0367499999999998,699.48
-4.034018692,339.5,2180.0,336.0891,3.958695117,2125.2,117.22953999999999,1213.46,4.65,1.0,2170.0,2.9,2.3300000000000005,5.733,0.5469999999999999,1.73,5.5,-5.424953672999999,1.037,0.0,471.58,105.0,0.0,-1.0475,689.28
-4.170456418500001,339.5,2180.0,336.0891,4.123103433500002,2125.2,127.57453999999998,1265.16,4.65,1.0,2540.0,2.95,2.1000000000000005,5.7925,0.5714999999999999,1.73,5.65,-5.5687094232500005,1.0085,0.0,470.905,101.9,0.0,-1.08425,705.23
-4.0343923870000005,339.5,2180.0,336.0891,4.088273405000002,2125.2,118.67654,1174.86,4.65,1.0,2260.0,2.9,2.1000000000000005,5.875,0.5569999999999999,1.73,5.5,-5.4274344035,1.013,0.0,471.75,102.8,0.0,-1.1425,700.78
-4.296862495,339.5,2180.0,336.0891,4.1462179205,2125.2,131.34104,1319.31,4.65,1.0,2820.0,3.0,1.4600000000000004,5.933,0.5870000000000001,1.73,6.15,-5.701370667666501,1.001,0.0,470.27,100.6,0.0,-1.03825,733.73
-4.28720454,339.5,2180.0,336.0891,4.1345023790000015,2125.2,126.20953999999999,1283.16,4.65,1.0,2820.0,3.0,1.4600000000000004,6.156000000000001,0.588,1.73,6.5,-5.692756892333,0.998,0.0,470.48,100.2,0.0,-1.0505,757.78
-4.2996278100000005,339.5,2180.0,336.0891,4.148256365,2125.2,135.42654,1353.46,4.65,1.05,2820.0,3.0,1.4600000000000004,5.849,0.5865,1.73,6.050000000000002,-5.7040140105,1.002,0.0,469.69,100.65,0.0,-1.00775,728.78
-4.29273517,339.5,2180.0,336.0891,4.138579268000002,2125.2,134.38054,1351.46,4.65,1.1,2820.0,3.0,1.4600000000000004,5.988,0.5870000000000001,1.73,6.300000000000002,-5.698043577999999,1.0,0.0,469.32,100.3,0.0,-0.9895,747.88
-4.2958296680000005,339.5,2180.0,336.0891,4.135087958500001,2125.2,132.39303999999998,1325.96,4.65,1.0,2820.0,3.0,1.4600000000000004,5.9535,0.5870000000000001,1.73,6.199999999999998,-5.7001637888335,1.0005,0.0,470.28,100.7,0.0,-1.00741666665,736.83
-4.285138886,339.5,2180.0,336.0891,4.1122424550000005,2125.2,128.31354,1296.46,4.65,1.0,2820.0,3.0,1.4600000000000004,6.196999999999999,0.588,1.73,6.6,-5.690343134667,0.997,0.0,470.5,100.4,0.0,-0.9888333333,763.98
-4.305631073,339.5,2180.0,336.0891,4.150652997,2125.2,134.02504,1345.96,4.65,1.0,2820.0,3.0,1.4600000000000004,5.7225,0.586,1.73,5.85,-5.709410512000001,1.0034999999999998,0.0,470.135,100.95,0.0,-1.02875,714.18
-4.304741696000001,339.5,2180.0,336.0891,4.143372532000002,2125.2,131.57754,1336.46,4.65,1.0,2820.0,3.0,1.4600000000000004,5.7349999999999985,0.586,1.73,5.9,-5.708836581,1.003,0.0,470.21,100.9,0.0,-1.0315,718.68
-4.302755523,339.5,2180.0,336.0891,4.1411766705,2125.2,129.42254,1281.11,4.65,1.0,2820.0,3.0,1.4600000000000004,5.7965,0.5865,1.73,5.949999999999998,-5.706961926749999,1.0025,0.0,469.79,101.1,0.0,-1.01975,716.73
-4.298990596,339.5,2180.0,336.0891,4.124419879,2125.2,122.37253999999999,1206.7599999999998,4.65,1.0,2820.0,3.0,1.4600000000000004,5.882999999999999,0.5870000000000001,1.73,6.1,-5.703939410499999,1.001,0.0,469.52,101.2,0.0,-1.0134999999999998,723.78
-4.1579904535,339.5,2180.0,336.0891,4.0638607305,2125.2,126.68604,1260.06,4.65,1.0,2555.0,2.95,2.2500000000000004,5.737,0.568,1.73,5.65,-5.555433625,1.0170000000000001,0.0,470.915,102.45,0.0,-1.10275,701.98
-4.009460457,339.5,2180.0,336.0891,3.969787999,2125.2,116.89953999999999,1164.66,4.65,1.0,2290.0,2.9,2.2500000000000004,5.7639999999999985,0.5499999999999999,1.73,5.5,-5.400882807,1.03,0.0,471.77,103.9,0.0,-1.1795,694.28
-4.24340242475,373.3,2180.0,369.8891,4.11201776375,2125.2,137.31753999999998,1361.86,5.1,1.05,2820.0,2.925,1.91,5.59,0.5864999999999999,1.75,5.875,-5.649351258125,1.0035,0.03871178,470.2625,100.875,0.04210093,-1.020625,699.38
-4.1802843995,373.3,2180.0,369.8891,4.0661020655,2125.2,138.16253999999998,1368.26,5.1,1.1,2820.0,2.85,1.91,5.469999999999999,0.5870000000000001,1.75,5.95,-5.588718073250001,1.003,0.07742356,470.465,100.75,0.08420185999999999,-1.01525,689.0799999999998
-4.2760373695,349.5,2180.0,346.0891,4.119794731000002,2125.2,136.72253999999998,1360.21,4.93,1.025,2802.5,3.0,1.7399999999999998,5.53025,0.5870000000000001,1.77,5.85,-5.679478638500002,1.00375,0.05276657,470.2325,100.875,0.05276657,-1.0255,700.4549999999998
-4.245554289,349.5,2180.0,346.0891,4.0816560000000015,2125.2,136.97253999999998,1364.96,4.93,1.05,2785.0,3.0,1.7399999999999998,5.3504999999999985,0.588,1.77,5.9,-5.648972833999999,1.0034999999999998,0.10553314,470.405,100.75,0.10553314,-1.025,691.2299999999998
-4.10674203125,339.5,2180.0,336.0891,4.0606687802499986,2125.2,131.17504,1315.935,4.65,0.875,2875.0,2.9000000000000004,1.4600000000000004,5.3969999999999985,0.5720000000000001,1.73,5.7,-5.51089833725,1.0085,0.0,470.5575,101.75,0.0,-1.02575,678.255
-3.9069636125,339.5,2180.0,336.0891,3.9634040985000003,2125.2,125.87753999999998,1276.41,4.65,0.75,2930.0,2.8,1.4600000000000004,5.084,0.5579999999999999,1.73,5.6,-5.311812231499999,1.013,0.0,471.055,102.5,0.0,-1.0255,646.83
-3.507406775,339.5,2180.0,336.0891,3.768874735,2125.2,115.28254,1197.36,4.65,0.5,3040.0,2.6,1.4600000000000004,4.458,0.53,1.73,5.4,-4.91364002,1.022,0.0,472.05,104.0,0.0,-1.025,583.98
-4.2906605295,339.5,2180.0,336.0891,4.14788096225,2125.2,133.47853999999998,1340.21,4.65,1.0,2782.5,3.025,1.4600000000000004,5.50775,0.583,1.73,5.825,-5.6978556607585,1.00375,7.753017241375e-06,470.48,101.05,0.0204643225,-1.024939655175,693.1550000000002
-4.2748006090000015,339.5,2180.0,336.0891,4.1378284625,2125.2,130.48453999999998,1324.96,4.65,1.0,2745.0,3.05,1.4600000000000004,5.3054999999999986,0.58,1.73,5.85,-5.685726878516999,1.0034999999999998,1.550603448275e-05,470.9,101.1,0.040928645,-1.02387931035,676.63
-4.243080768,339.5,2180.0,336.0891,4.117723463000002,2125.2,124.49654,1294.46,4.65,1.0,2670.0,3.1,1.4600000000000004,4.901,0.5740000000000001,1.73,5.9,-5.661469314033999,1.003,3.10120689655e-05,471.74,101.2,0.08185729,-1.0217586207,643.58
-4.2048787364999995,377.5,2180.0,374.0891,4.085902208,2125.2,137.42254,1361.5100000000002,5.2,1.075,2767.5,2.925,2.01,5.622000000000001,0.5864999999999999,1.75,5.9,-5.6109996437500005,1.00325,0.0148848675,470.2725,100.9,0.0016141800000000002,-1.02525,698.38
